CAS          NAME   CLASS  LOGP  LOGMOLAR  ESTIMATE   ERROR    WSOL       MP    MOLWT
000099-34-3  3,5-DINITROBENZOIC ACID                     18   1.55    -2.196    -2.219   0.023   1.35E+03   205.0  212.12
000099-50-3  3,4-DIHYDROXYBENZOIC ACID                   18    .86    -0.928    -0.367  -0.56    1.82E+04   200.0  154.12
000099-94-5  P-TOLUIC ACID                               18   2.27    -2.603    -2.442  -0.161   3.40E+02   180.0  136.15
000099-96-7  P-HYDROXYBENZOIC ACID                       18   1.58    -1.441    -1.142  -0.3     5.00E+03   214.5  138.12
000100-09-4  P-METHOXYBENZOIC ACID                       18   1.96    -2.458    -2.24   -0.218   5.30E+02   185.0  152.15
000118-90-1  O-TOLUIC ACID                               18   2.18    -2.062    -1.684  -0.379   1.18E+03   107.0  136.15
000118-91-2  2-CHLOROBENZOIC ACID                        18   2.05    -1.875    -1.945   0.07    2.09E+03   142.0  156.57
000118-92-3  2-AMINOBENZOIC ACID                         18   1.21    -1.593    -2.003   0.41    3.50E+03   145.0  137.14
000121-34-6  4-HYDROXY-3-METHOXYBENZOIC ACID             18   1.43    -2.05     -1.087  -0.962   1.50E+03   214.0  168.15
000121-91-5  ISOPHTHALIC ACID                            18   1.66    -3.22     -3.468   0.248   1.00E+02   345.0  166.13
000121-92-6  M-NITROBENZOIC ACID                         18   1.83    -1.669    -1.767   0.098   3.58E+03   142.0  167.12
000133-90-4  3-AMINO-2,5-DICHLOROBENZOIC ACID            18   1.11    -2.469    -2.634   0.165   7.00E+02   200.5  206.03
000149-91-7  3,4,5-TRIHYDROXYBENZOIC ACID                18    .70    -1.155    -0.724  -0.431   1.19E+04   250.0  170.12
000150-13-0  4-AMINOBENZOIC ACID                         18    .83    -1.351    -2.025   0.673   6.11E+03   187.0  137.14
000303-07-1  2,6-DIHYDROXYBENZOIC ACID                   18   2.20    -1.207    -1.231   0.023   9.56E+03   154.0  154.12
000445-29-4  2-FLUOROBENZOIC ACID                        18   1.77    -1.289    -1.45    0.16    7.20E+03   123.0  140.12
000455-38-9  M-FLUOROBENZOIC ACID                        18   2.15    -1.97     -1.814  -0.156   1.50E+03   123.0  140.12
000456-22-4  P-FLUOROBENZOIC ACID                        18   2.07    -2.067    -2.286   0.219   1.20E+03   182.6  140.12
000482-05-3  DIPHENIC ACID                               18   2.07    -2.284    -3.024   0.74    1.26E+03   228.0  242.23
000490-79-9  2,5-DIHYDROXYBENZOIC ACID                   18   1.74    -1.489    -1.203  -0.286   5.00E+03   199.0  154.12
000535-80-8  M-CHLOROBENZOIC ACID                        18   2.68    -2.541    -2.697   0.155   4.50E+02   158.0  156.57
000536-66-3  CUMIC ACID                                  18   3.28    -3.036    -2.929  -0.108   1.51E+02   118.0  164.21
000552-16-9  2-NITROBENZOIC ACID                         18   1.46    -1.328    -1.462   0.134   7.85E+03   147.5  167.12
000579-75-9  O-METHOXYBENZOIC ACID                       18   1.59    -1.483    -1.112  -0.371   5.00E+03   101.0  152.15
000585-76-2  M-BROMOBENZOIC ACID                         18   2.87    -2.699    -2.991   0.292   4.02E+02   155.0  201.03
000586-76-5  P-BROMOBENZOIC ACID                         18   2.86    -3.525    -3.874   0.349   6.00E+01   252.0  201.03
000603-11-2  3-NITROPHTHALIC ACID                        18    .75    -1.021    -1.567   0.546   2.01E+04   218.0  211.13
000618-51-9  3-IODOBENZOIC ACID                          18   3.13    -3.271    -3.683   0.412   1.33E+02   187.0  248.02
000619-58-9  4-IODOBENZOIC ACID                          18   3.02    -3.963    -4.368   0.405   2.70E+01   273.0  248.02
000619-84-1  4-DIMETHYLAMINOBENZOIC ACID                 18   1.28    -3.398    -3.055  -0.342   6.61E+01   242.5  165.19
000723-62-6  ANTHRACENE-9-CARBOXYLIC ACID                18   3.11    -3.417    -3.831   0.414   8.50E+01   214.0  222.25
000060-12-8  2-PHENYLETHANOL                             19   1.36    -0.741    -0.572  -0.169   2.22E+04    Liq   122.17
000064-17-5  ETHANOL                                     19   -.31     1.337     1.27    0.066   1.00E+06    Liq   46.07
000067-56-1  METHANOL                                    19   -.77     1.494     1.494   0       1.00E+06    Liq   32.04
000067-63-0  ISOPROPANOL                                 19    .05     1.221     0.88    0.341   1.00E+06    Liq   60.10
000071-23-8  1-PROPANOL                                  19    .25     1.221     0.688   0.533   1.00E+06    Liq   60.10
000071-36-3  1-BUTANOL                                   19    .88    -0.069     0.04   -0.109   6.32E+04    Liq   74.12
000071-41-0  1-PENTANOL                                  19   1.42    -0.603    -0.523  -0.08    2.20E+04    Liq   88.15
000075-65-0  T-BUTANOL                                   19    .35     1.13      0.543   0.587   1.00E+06    25.6  74.12
000075-84-3  2,2-DIMETHYL-1-PROPANOL                     19   1.36    -0.401    -0.723   0.322   3.50E+04    53.0  88.15
000075-85-4  2-METHYL-2-BUTANOL                          19    .89     0.096    -0.014   0.11    1.10E+05    Liq   88.15
000078-83-1  ISOBUTYL ALCOHOL                            19    .76     0.059     0.155  -0.095   8.50E+04    Liq   74.12
000078-92-2  2-BUTANOL                                   19    .61     0.388     0.299   0.089   1.81E+05    Liq   74.12
000090-01-7  O-HYDROXYBENZYL ALCOHOL                     19    .73    -0.295     0.426  -0.721   6.30E+04    86.0  124.14
000091-01-0  BENZHYDROL                                  19   2.67    -2.549    -2.429  -0.12    5.20E+02    69.0  184.24
000100-51-6  BENZYL ALCOHOL                              19   1.10    -0.432    -0.278  -0.154   4.00E+04    Liq   108.14
000107-18-6  ALLYL ALCOHOL                               19    .17     1.236     0.772   0.464   1.00E+06    Liq   58.08
000107-19-7  PROPARGYLIC ALCOHOL                         19   -.38     1.251     1.251   0       1.00E+06    Liq   56.06
000108-93-0  CYCLOHEXANOL                                19   1.23    -0.377    -0.378   0.001   4.20E+04    Liq   100.16
000111-27-3  1-HEXANOL                                   19   2.03    -1.239    -1.152  -0.086   5.90E+03    Liq   102.18
000111-70-6  1-HEPTANOL                                  19   2.41    -1.842    -1.561  -0.281   1.67E+03    Liq   116.20
000111-87-5  1-OCTANOL                                   19   2.97    -2.382    -2.143  -0.239   5.40E+02    Liq   130.23
000112-30-1  1-DECANOL                                   19   4.57    -3.631    -3.767   0.136   3.70E+01    Liq   158.29
000112-53-8  DODECANOL                                   19   5.13    -4.668    -4.393  -0.276   4.00E+00    Liq   186.34
000115-19-5  2-METHYL-3-BUTYN-2-OL                       19    .28     1.075     0.584   0.491   1.00E+06    Liq   84.12
000122-97-4  3-PHENYLPROPANOL                            19   1.88    -1.38     -1.115  -0.265   5.68E+03    Liq   136.20
000122-99-6  2-PHENOXYETHANOL                            19   1.16    -0.714    -0.43   -0.284   2.67E+04    Liq   138.17
000123-51-3  ISOPENTANOL                                 19   1.42    -0.519    -0.523   0.004   2.67E+04    Liq   88.15
000123-96-6  2-OCTANOL                                   19   2.90    -2.065    -2.201   0.135   1.12E+03    38.6  130.23
000137-32-6  2-METHYL-1-BUTANOL                          19   1.29    -0.472    -0.398  -0.074   2.97E+04    Liq   88.15
000143-08-8  1-NONANOL                                   19   3.77    -3.013    -2.955  -0.058   1.40E+02    Liq   144.26
000371-62-0  2-FLUOROETHANOL                             19   -.67     1.193     1.193   0       1.00E+06    Liq   64.06
000464-07-3  3,3-DIMETHYL-2-BUTANOL                      19   1.48    -0.624    -0.624   0.001   2.43E+04    Liq   102.18
000543-49-7  2-HEPTANOL                                  19   2.31    -1.551    -1.465  -0.085   3.27E+03    Liq   116.20
000584-02-1  3-PENTANOL                                  19   1.21    -0.233    -0.321   0.088   5.15E+04    Liq   88.15
000589-18-4  P-METHYL BENZYL ALCOHOL                     19   1.58    -1.2      -1.105  -0.095   7.71E+03    60.0  122.17
000589-55-9  4-HEPTANOL                                  19   2.22    -1.393    -1.379  -0.014   4.70E+03    Liq   116.20
000589-82-2  3-HEPTANOL                                  19   2.24    -1.463    -1.398  -0.065   4.00E+03    Liq   116.20
000589-91-3  4-METHYLCYCLOHEXANOL                        19   1.79    -0.882    -0.96    0.078   1.50E+04    Liq   114.19
000598-75-4  3-METHYL-2-BUTANOL                          19   1.28    -0.197    -0.388   0.191   5.60E+04    Liq   88.15
000623-37-0  3-HEXANOL                                   19   1.65    -0.803    -0.788  -0.015   1.61E+04    Liq   102.18
000625-48-9  2-NITROETHANOL                              19   -.42     1.041     0.729   0.311   1.00E+06    Liq   91.07
000626-93-7  2-HEXANOL                                   19   1.76    -0.873    -0.893   0.021   1.37E+04    Liq   102.18
006032-29-7  2-PENTANOL                                  19   1.34    -0.296    -0.446   0.15    4.46E+04    Liq   88.15
015258-73-8  2,6-DICHLOROBENZYL ALCOHOL                  19   2.02    -2.102    -2.049  -0.052   1.40E+03    98.0  177.03
000050-00-0  FORMALDEHYDE                                20    .35     1.121     0.262   0.859   4.00E+05    Liq   30.3
000066-25-1  HEXANAL                                     20   1.78    -1.249    -1.33    0.081   5.64E+03    Liq   100.16
000075-07-0  ACETALDEHYDE                                20   -.34     1.356     0.881   0.475   1.00E+06    Liq   44.05
000075-87-6  TRICHLOROACETALDEHYDE                       20    .99    -0.691    -0.72    0.029   3.00E+04    Liq   147.39
000098-01-1  FUFURAL                                     20    .41    -0.096    -0.002  -0.094   7.70E+04    Liq   96.09
000099-61-6  M-NITROBENZALDEHYDE                         20   1.47    -1.967    -1.997   0.029   1.63E+03    57.5  151.12
000100-52-7  BENZALDEHYDE                                20   1.48    -1.208    -1.061  -0.147   6.57E+03    Liq   106.13
000100-83-4  3-HYDROXYBENZALDEHYDE                       20   1.38    -0.647    -0.781   0.133   2.75E+04   104.0  122.12
000104-55-2  3-PHENYL-2-PROPENAL                         20   1.90    -1.969    -1.546  -0.423   1.42E+03    Liq   132.16
000107-02-8  ACROLEIN                                    20   -.01     0.578     0.527   0.051   2.12E+05    Liq   56.06
000120-57-0  PIPERONAL                                   20   1.05    -1.632    -0.897  -0.736   3.50E+03    37.0  150.14
000123-38-6  PROPIONALDEHYDE                             20    .59     0.722    -0.056   0.777   3.06E+05    Liq   58.08
000123-72-8  BUTYRALDEHYDE                               20    .88    -0.007    -0.378   0.371   7.10E+04    Liq   72.11
000552-89-6  O-NITROBENZALDEHYDE                         20   1.74    -1.814    -2.141   0.327   2.32E+03    45.0  151.12
000555-16-8  P-NITROBENZALDEHYDE                         20   1.56    -1.81     -2.088   0.277   2.34E+03    58.0  151.12
000079-20-9  METHYL ACETATE                              21    .18     0.516     0.288   0.228   2.43E+05    Liq   74.08
000080-62-6  METHYL METHACRYLATE                         21   1.38    -0.824    -0.946   0.122   1.50E+04    Liq   100.12
000084-66-2  DIETHYL PHTHALATE                           21   2.47    -2.313    -2.376   0.062   1.08E+03    Liq   222.24
000084-69-5  DI-ISOBUTYLPHTHALATE                        21   4.11    -4.652    -4.126  -0.526   6.2E+00     Liq   278.35
000084-74-2  DIBUTYL PHTHALATE                           21   4.72    -4.395    -4.712   0.317   1.12E+01    Liq   278.35
000085-68-7  BUTYL BENZYL PHTHALATE                      21   4.91    -5.065    -5.001  -0.064   2.69E+00    Liq   312.37
000093-58-3  BENZOIC ACID, METHYL ESTER                  21   2.12    -1.812    -1.77   -0.042   2.10E+03    Liq   136.15
000093-60-7  NICOTINIC ACID, METHYL ESTER                21    .83    -0.46     -0.663   0.203   4.76E+04    39.0  137.14
000093-89-0  ETHYL BENZOATE                              21   2.64    -2.319    -2.313  -0.007   7.20E+02    Liq   150.18
000094-09-7  P-AMINOBENZOIC ACID, ETHYL ESTER            21   1.86    -2.101    -2.2     0.099   1.31E+03    89.0  165.19
000094-12-2  PROPYL-P-AMINOBENZOATE                      21   2.40    -2.328    -2.638   0.31    8.42E+02    75.5  179.22
000094-13-3  P-HYDROXY PROPYL BENZOATE                   21   3.04    -2.557    -2.488  -0.069   5.00E+02    96.5  180.21
000094-26-8  P-HYDROXY BUTYL BENZOATE                    21   3.57    -2.972    -2.783  -0.189   2.07E+02    68.5  194.23
000096-33-3  METHYL ACRYLATE                             21    .80    -0.241    -0.345   0.104   4.94E+04    Liq   86.09
000096-48-0  GAMMA-BUTYROLACTONE                         21   -.64     1.065     1.037   0.028   1.00E+06    Liq   86.09
000097-63-2  ETHYL METHACRYLATE                          21   1.94    -1.325    -1.528   0.203   5.40E+03    Liq   114.15
000097-86-9  METHACRYLIC ACID, I-BUTYL                   21   2.66    -2.039    -2.307   0.268   1.30E+03    Liq   142.20
000097-88-1  METHACRYLIC ACID, N-BUTYL                   21   2.88    -2.25     -2.518   0.268   8.00E+02    Liq   142.20
000099-24-1  METHYL GALLATE                              21    .86    -1.24     -1.373   0.134   1.06E+04   201.5  184.15
000099-76-3  4-HYDROXY METHYL BENZOATE                   21   1.96    -1.784    -1.68   -0.104   2.50E+03   131.0  152.15
000103-36-6  CINNAMIC ACID, ETHYL ESTER                  21   2.99    -2.996    -2.731  -0.265   1.78E+02    Liq   176.22
000105-37-3  ETHYL PROPIONATE                            21   1.21    -0.726    -0.789   0.063   1.92E+04    Liq   102.13
000105-40-8  N-METHYLCARBAMIC ACID, ETHYL ESTER          21    .34     0.826     0.043   0.783   6.90E+05    Liq   103.12
000105-53-3  DIETHYL MALONATE                            21    .96    -0.839    -0.731  -0.108   2.32E+04    Liq   160.17
000106-63-8  ISOBUTYL ACRYLATE                           21   2.22    -1.853    -1.84   -0.012   1.80E+03    Liq   128.17
000108-05-4  VINYL ACETATE                               21    .73    -0.634    -0.278  -0.356   2.00E+04    Liq   86.09
000108-65-6  PROPYLENE GLYCOL ME ETHER                   21    .56     0.176    -0.259   0.435   1.98E+05    Liq   132.16
000109-16-0  TRIETHYLENEGLYCOL DIMETHACRYLATE            21   1.88    -1.901    -2.011   0.11    3.60E+03    Liq   286.33
000109-60-4  N-PROPYL ACETATE                            21   1.24    -0.733    -0.818   0.085   1.89E+04    Liq   102.13
000109-94-4  ETHYL FORMATE                               21    .23     0.076     0.24   -0.164   8.82E+04    Liq   74.08
000110-42-9  METHYL DECANOATE                            21   4.41    -4.627    -4.125  -0.501   4.40E+00    Liq   186.30
000110-74-7  PROPYL FORMATE                              21    .83    -0.603    -0.38   -0.222   2.20E+04    Liq   88.11
000117-81-7  BIS(2-ETHYLHEXYL)PHTHALATE                  21   7.43    -6.968    -7.666   0.698   4.20E-02    Liq   390.57
000119-36-8  METHYL SALICYLATE                           21   2.55    -1.313    -1.272  -0.041   7.40E+03    Liq   152.15
000120-47-8  P-HYDROXYBENZOIC ACID,ETHYL ESTER           21   2.47    -2.309    -2.076  -0.233   8.16E+02   116.0  166.18
000121-79-9  PROPYL GALLATE                              21   1.80    -1.783    -1.89    0.107   3.50E+03   150.0  212.20
000121-98-2  P-ANISIC ACID, METHYL ESTER                 21   2.27    -2.412    -2.229  -0.184   6.43E+02    49.0  166.18
000123-25-1  DIETHYL SUCCINATE                           21   1.20    -0.96     -1.006   0.046   1.91E+04    Liq   174.20
000123-86-4  N-BUTYL ACETATE                             21   1.82    -1.141    -1.419   0.278   8.40E+03    Liq   116.16
000131-11-3  DIMETHYL PHTHALATE                          21   1.56    -1.686    -1.414  -0.272   4.00E+03    Liq   194.19
000131-16-8  DIPROPYL PHTHALATE                          21   3.27    -3.365    -3.232  -0.133   1.08E+02    Liq   250.30
000131-17-9  DIALLYLPHTHALATE                            21   3.23    -3.131    -3.181   0.05    1.82E+02    Liq   246.27
000133-11-9  PHENYL-4-AMINOSALICYLATE                    21   3.15    -4.515    -4.228  -0.287   7.00E+00   153.0  229.24
000136-60-7  BUTYL BENZOATE                              21   3.74    -3.48     -3.457  -0.023   5.90E+01    Liq   178.23
000140-11-4  BENZYL ACETATE                              21   1.96    -1.685    -1.66   -0.025   3.10E+03    Liq   150.18
000140-88-5  ETHYL ACRYLATE                              21   1.32    -0.824    -0.888   0.064   1.50E+04    Liq   100.12
000141-32-2  BUTYL ACRYLATE                              21   2.36    -1.807    -1.975   0.168   2.00E+03    Liq   128.17
000141-78-6  ETHYL ACETATE                               21    .73    -0.042    -0.284   0.242   8.00E+04    Liq   88.11
000141-97-9  ACETOACETIC ESTER                           21    .25    -0.073     0.045  -0.118   1.10E+05    Liq   130.14
000554-12-1  METHYL PROPIONATE                           21    .84    -0.15     -0.39    0.24    6.24E+04    Liq   88.11
000585-07-9  T-BUTYL METHACRYLATE                        21   2.54    -2.153    -2.192   0.039   1.00E+03    Liq   142.20
000605-45-8  DI-I-PROPYL PHTHALATE                       21   2.83    -2.877    -2.81   -0.068   3.32E+02    Liq   250.30
000619-45-4  METHYL P-AMINOBENZOATE                      21   1.37    -1.597    -1.897   0.3     3.82E+03   112.0  151.17
000818-61-1  2-HYDROXYETHYL ACRYLATE                     21   -.21     0.935     0.53    0.405   1.00E+06    Liq   116.12
000868-77-9  2-HYDROXYETHYL METHACRYLAT                  21    .47    -0.114    -0.167   0.052   1.00E+05    Liq   130.14
000927-68-4  ETHANOL, 2-BROMO-, ACETATE                  21   1.11    -0.674    -0.897   0.223   3.54E+04    Liq   167.01
000999-61-1  2-HYDROXYPROPYL ACRYLATE                    21    .35     0.886     0.373   0.513   1.00E+06    Liq   130.14
001731-84-6  METHYL NONANOATE                            21   4.32    -3.876    -3.995   0.119   2.29E+01    Liq   172.27
003891-59-6  ALPHA-GLUCOSE PENTAACETATE                  21    .63    -2.415    -1.919  -0.496   1.50E+03   110.0  390.34
013110-37-7  Benzoic acid, 4-amino-,pentyl ester         21   3.18    -3.35     -3.259  -0.091   9.26E+01    52.0  207.27
013476-55-6  BENZOIC ACID,4-AMINO-,HEXYL ESTER           21   3.96    -3.954    -4.134   0.18    2.46E+01    61.0  221.30
014309-40-1  BENZOIC ACID,4-AMINO-,HEPTYL ESTER          21   4.50    -4.6      -4.826   0.226   5.91E+00    75.0  235.33
014309-41-2  BENZOIC ACID,4-AMINO,OCTYL ESTER            21   5.02    -5.4      -5.332  -0.068   9.93E-01    71.0  249.36
000067-64-1  ACETONE                                     22   -.24     1.236     0.741   0.495   1.00E+06    Liq   58.08
000070-70-2  P-HYDROXYPROPIOPHENONE                      22   2.03    -2.639    -1.907  -0.732   3.45E+02   149.0  150.18
000078-59-1  ISOPHORONE                                  22   1.70    -1.061    -1.373   0.311   1.20E+04    Liq   138.21
000078-93-3  2-BUTANONE                                  22    .29     0.49      0.188   0.302   2.23E+05    Liq   72.11
000084-65-1  ANTHRAQUINONE                               22   3.39    -5.188    -5.598   0.41    1.35E+00   284.0  208.22
000093-55-0  PROPIOPHENONE                               22   2.19    -1.827    -1.831   0.004   2.00E+03    Liq   134.18
000096-22-0  3-PENTANONE                                 22    .99    -0.253    -0.528   0.275   4.81E+04    Liq   86.13
000098-86-2  ACETOPHENONE                                22   1.58    -1.292    -1.201  -0.091   6.13E+03    Liq   120.15
000099-92-3  4-AMINOACETOPHENONE                         22    .83    -1.606    -1.273  -0.333   3.35E+03   106.0  135.17
000099-93-4  P-HYDROXYACETOPHENONE                       22   1.35    -1.138    -0.851  -0.287   9.90E+03   110.0  136.15
000106-51-4  2,5-CYCLOHEXADIENE-1,4-DIONE                22    .20    -0.989    -0.673  -0.316   1.11E+04   115.7  108.10
000107-87-9  2-PENTANONE                                 22    .91    -0.302    -0.451   0.149   4.30E+04    Liq   86.13
000108-10-1  4-METHYL-2-PENTANONE                        22   1.31    -0.722    -0.879   0.157   1.90E+04    Liq   100.16
000108-94-1  CYCLOHEXANONE                               22    .81    -0.594    -0.393  -0.201   2.50E+04    Liq   98.15
000110-12-3  5-METHYL-2-HEXANONE                         22   1.88    -1.325    -1.47    0.145   5.40E+03    Liq   114.19
000110-43-0  2-HEPTANONE                                 22   1.98    -1.424    -1.566   0.142   4.30E+03    Liq   114.19
000111-13-7  2-OCTANONE                                  22   2.37    -2.154    -1.985  -0.169   9.00E+02    Liq   128.22
000119-61-9  BENZOPHENONE                                22   3.18    -3.124    -3.148   0.024   1.37E+02    48.5  182.22
000123-31-9  HYDROQUINONE                                22    .59    -0.184    -0.61    0.426   7.20E+04   172.0  110.11
000123-54-6  2,4-PENTANEDIONE                            22    .34     0.22      0.052   0.167   1.66E+05    Liq   100.12
000431-03-8  2,3-BUTANEDIONE                             22  -1.34     0.366     1.065  -0.699   2.00E+05    Liq   86.09
000563-80-4  3-METHYL-2-BUTANONE                         22    .56    -0.151    -0.115  -0.036   6.08E+04    Liq   86.13
000591-78-6  2-HEXANONE                                  22   1.38    -0.758    -0.946   0.188   1.75E+04    Liq   100.16
000693-54-9  2-DECANONE                                  22   3.73    -3.309    -3.378   0.07    7.68E+01    Liq   156.27
000821-55-6  2-NONANONE                                  22   3.18    -2.584    -2.806   0.223   3.71E+02    Liq   142.24
000075-21-8  ETHYLENE OXIDE                              23   -.30     1.356     0.843   0.513   1.00E+06    Liq   44.05
000075-56-9  PROPYLENE OXIDE                             23    .03     1.007     0.482   0.525   5.90E+05    Liq   58.08
000096-09-3  STYRENE OXIDE                               23   1.61    -1.603    -1.23   -0.373   3.00E+03    Liq   120.15
000106-89-8  1-CHLORO-2,3-EPOXYPROPANE                   23    .45    -0.147    -0.029  -0.118   6.59E+04    Liq   92.53
000556-52-5  GLYCIDOL                                    23   -.95     1.13      1.13    0       1.00E+06    Liq   74.08
001464-53-5  DIEPOXYBUTANE                               23   -.28     1.065     0.692   0.373   1.00E+06    Liq   86.09
000057-15-8  B,B,B-TRICHLORO-T-BUTANOL                   24   2.03    -1.346    -1.858   0.512   8.00E+03    76.0  177.46
000075-89-8  2,2,2-TRIFLUOROETHANOL                      24    .41     1         0.409   0.59    1.0E+06     Liq   100.04
000107-07-3  2-CHLOROETHANOL                             24    .03     1.094     0.836   0.259   1.00E+06    Liq   80.51
000115-20-8  2,2,2-TRICHLOROETHANOL                      24   1.42    -0.254    -0.715   0.461   8.33E+04    Liq   149.40
000540-51-2  2-BROMOETHANOL                              24    .23     0.903     0.504   0.399   1.00E+06    Liq   124.97
000074-90-8  HYDROCYANIC ACID                            25   -.25     1.568     0.486   1.082   1.00E+06    Liq   27.03
000075-05-8  ACETONITRILE                                25   -.34     1.387     0.529   0.858   1.00E+06    Liq   41.05
000100-47-0  BENZONITRILE                                25   1.56    -1.712    -1.49   -0.222   2.00E+03    Liq   103.12
000107-12-0  PROPIONITRILE                               25    .16     0.272     0.005   0.267   1.03E+05    Liq   55.08
000107-13-1  ACRYLONITRILE                               25    .25     0.147    -0.075   0.223   7.45E+04    Liq   53.06
000109-74-0  BUTYRONITRILE                               25    .53    -0.321    -0.395   0.074   3.30E+04    Liq   69.11
000109-77-3  MALONONITRILE                               25   -.60     0.304     0.649  -0.345   1.33E+05    30.5  66.06
000110-61-2  SUCCINONITRILE                              25   -.99     0.204     0.736  -0.532   1.28E+05    57.0  80.09
000111-69-3  ADIPONITRILE                                25   -.32    -0.131     0.299  -0.43    8.00E+04    Liq   108.14
000126-98-7  METHACRYLONITRILE                           25    .68    -0.422    -0.532   0.11    2.54E+04    Liq   67.09
000544-13-8  PENTANEDINITRILE                            25   -.72     1.026     0.727   0.299   1.00E+06    Liq   94.12
001194-65-6  2,6-DICHLOROBENZONITRILE                    25   2.65    -3.98     -3.848  -0.133   1.80E+01   144.0  172.01
000051-21-8  5-FLUOROURACIL                              26   -.89    -1.069    -1.225   0.156   1.11E+04   282.0  130.08
000055-63-0  1,2,3-PROPANETRIOL TRINITRATE               26   1.62    -2.216    -2.08   -0.136   1.38E+03    Liq   227.09
000058-08-2  CAFFEINE                                    26   -.07    -0.966    -1.809   0.843   2.10E+04   238.0  194.19
000058-55-9  THEOPHYLLINE                                26   -.02    -1.389    -2.126   0.737   7.36E+03   272.0  180.17
000059-31-4  2-(1H)-QUINOLINONE                          26   1.26    -2.139    -2.573   0.434   1.053E+03  199.0  145.16
000060-27-5  CREATININE                                  26  -1.76    -0.15      0.229  -0.379   8.01E+04   220.5  113.12
000060-34-4  METHYL HYDRAZINE                            26  -1.05     1.337     1.337   0       1.00E+06    Liq   46.07
000065-71-4  5-METHYLURACIL                              26   -.62    -1.519    -1.785   0.266   3.82E+03   316.0  126.12
000066-22-8  URACIL                                      26  -1.07    -1.493    -1.484  -0.01    3.60E+03   335.0  112.09
000066-81-9  CYCLOHEXIMIDE                               26    .55    -1.127    -1.134   0.007   2.10E+04   116.3  281.35
000076-06-2  TRICHLORONITROMETHANE                       26   2.09    -2.006    -2.334   0.328   1.62E+03    Liq   164.38
000077-21-4  2-ETHYL-2-PHENYLGLUTERIMIDE                 26   1.90    -2.337    -2.356   0.018   9.99E+02    84.0  217.27
000087-33-2  ISOSORBIDE DINITRATE                        26   1.31    -2.633    -1.72   -0.913   5.50E+02    70.0  236.14
000091-18-9  PTERIDINE                                   26   -.58     0.034    -0.204   0.239   1.43E+05   138.0  132.13
000093-88-9  PHENYLPROPYLMETHYLAMINE                     26   2.28    -1.095    -1.126   0.032   1.20E+04    Liq   149.23
000100-75-4  N-NITROSOPIPERIDINE                         26    .36    -0.174    -0.011  -0.163   7.65E+04    Liq   114.15
000103-33-3  AZOBENZENE                                  26   3.82    -4.454    -4.283  -0.172   6.40E+00    68.0  182.23
000109-02-4  N-METHYLMORPHOLINE                          26   -.33     0.995     0.995   0       1.00E+06    Liq   101.15
000110-85-0  PIPERAZINE                                  26  -1.17     1.065     0.801   0.264   1.00E+06   106.0  86.14
000110-89-4  PIPERADINE                                  26    .84     1.07      0.457   0.612   1.00E+06    Liq   85.15
000110-91-8  MORPHOLINE                                  26   -.86     1.06      1.06    0       1.00E+06    Liq   87.12
000123-33-1  MALEIC HYDRAZIDE                            26   -.84    -1.271    -1.447   0.175   6.00E+03   307.0  112.09
000123-75-1  PYRROLIDINE                                 26    .46     1.148     0.866   0.282   1.00E+06    Liq   71.12
000461-58-5  2-CYANOGUANIDINE                            26  -1.15    -0.309     0.3    -0.609   4.13E+04   159.0  84.08
000461-72-3  HYDANTOIN                                   26  -1.69    -0.402     0.207  -0.609   3.97E+04   220.0  100.08
000615-77-0  1-METHYLURACIL                              26  -1.20    -0.8       0.032  -0.832   2.00E+04   179.0  126.12
000616-45-5  PYRROLIDONE                                 26   -.85     1.07      1.07    0       1.00E+06    Liq   85.11
000626-67-5  N-METHYLPIPERIDINE                          26   1.30     0.226    -0.028   0.255   1.67E+05    Liq   99.18
000694-85-9  N-METHYL-2-PYRIDONE                         26   -.23     0.962     0.516   0.446   1.00E+06    31.0  109.13
000872-50-4  N-METHYLPYRROLIDONE                         26   -.38     1.004     0.747   0.257   1.00E+06    Liq   99.13
000930-55-2  N-NITROSOPYRROLIDINE                        26   -.19     0.999     0.561   0.438   1.00E+06    Liq   100.12
002687-96-9  1-LAURYL-2-PYRROLODONE                      26   4.20    -4.67     -4.135  -0.535   5.42E+00    Liq   253.43
010054-21-4  1-LAURYL-4-CARBOXY-2-PYRROLODONE            26   2.60    -3.223    -2.879  -0.344   1.78E+02    40.5  297.44
042346-68-9  1-METHYL-4-CARBOXY-2-PYRROLODONE            26  -1.50    -0.954     0.515  -1.47    1.59E+04   152.0  143.14
056563-18-9  1-METHYLCARBAMOYL-5-FLUOROURACIL            26   -.20    -2.48     -1.552  -0.928   6.20E+02   226.0  187.13
059857-86-2  1-METHYL-4-METHOXYCARBONYL                  26   -.74     0.804     0.804   0       1.00E+06    Liq   157.17
064098-82-4  1-BUTYLCARBAMOYL-5-FLUOROURACIL             26   1.44    -2.446    -2.43   -0.016   8.20E+02   136.0  229.21
071548-53-3  1-HEXYL-4-METHOXYCARBONYL-                  26   2.30    -1.246    -2.229   0.983   1.29E+04    Liq   227.31
101881-19-0  1-LAURYL-4-MeO CARBONYL-2-PYRROLODONE       26   4.00    -4.376    -4.143  -0.233   1.31E+01    27.0  311.47
116167-27-2  1-HEXYL-4-CARBOXY-2-PYRROLODONE             26   1.60    -1.456    -1.669   0.213   7.46E+03    42.0  213.28
