CAS,NAME,CLASS,LOGP,LOGMOLAR,ESTIMATE,ERROR,WSOL,MP,MOLWT,class_name
122-88-3,P-CHLOROPHENOXYACETIC ACID,17,1.99,-2.29,-2.363,0.073,957.0,156.5,186.6,"Acids, aliphatic"
123-99-9,NONANEDIOC ACID,17,1.57,-1.894,-1.505,-0.39,2400.0,106.5,188.23,"Acids, aliphatic"
124-04-9,HEXANEDIOC ACID,17,0.08,-0.676,-0.361,-0.315,30800.0,152.0,146.14,"Acids, aliphatic"
124-07-2,OCTANOIC ACID,17,3.05,-2.262,-2.038,-0.224,789.0,Liq,144.22,"Acids, aliphatic"
140-10-3,TRANS-CINNAMIC ACID,17,2.13,-2.434,-2.16,-0.273,546.0,133.0,148.16,"Acids, aliphatic"
142-62-1,HEXANOIC ACID,17,1.92,-1.052,-0.865,-0.187,10300.0,Liq,116.16,"Acids, aliphatic"
143-07-7,DODECANOIC ACID,17,4.6,-3.561,-3.877,0.315,55.0,44.0,200.32,"Acids, aliphatic"
149-57-5,2-ETHYLHEXANOIC ACID,17,2.64,-1.858,-1.644,-0.214,2000.0,Liq,144.22,"Acids, aliphatic"
334-48-5,DECANOIC ACID,17,4.09,-3.445,-3.183,-0.262,61.8,31.4,172.27,"Acids, aliphatic"
495-69-2,HIPPURIC ACID,17,0.31,-1.679,-1.713,0.033,3750.0,193.0,179.18,"Acids, aliphatic"
501-52-0,BETA-PHENYLPROPIONIC ACID,17,1.84,-1.406,-1.106,-0.299,5900.0,48.0,150.18,"Acids, aliphatic"
529-64-6,TROPIC ACID,17,0.77,-0.931,-0.354,-0.577,19500.0,118.5,166.18,"Acids, aliphatic"
544-63-8,TETRADECANOIC ACID,17,6.11,-5.329,-5.548,0.218,1.07,58.5,228.38,"Acids, aliphatic"
588-22-7,"3,4-DICHLOROPHENOXYACETIC ACID",17,2.81,-2.685,-3.088,0.404,457.0,138.0,221.04,"Acids, aliphatic"
598-82-3,A-HYDROXYPROPIONIC ACID,17,-0.72,1.045,1.045,0.0,1000000.0,Liq,90.08,"Acids, aliphatic"
614-61-9,O-CHLOROPHENOXYACETIC ACID,17,1.86,-2.164,-2.142,-0.022,1280.0,146.0,186.6,"Acids, aliphatic"
621-82-9,CINNAMIC ACID,17,2.13,-2.415,-2.16,-0.254,570.0,133.0,148.16,"Acids, aliphatic"
830-09-1,"CINNAMIC ACID, P-METHOXY-",17,2.68,-2.398,-3.155,0.757,712.0,173.5,178.19,"Acids, aliphatic"
3724-65-0,CROTONIC ACID,17,0.72,0.0,-0.047,0.047,86000.0,71.6,86.09,"Acids, aliphatic"
6915-15-7,MALIC ACID,17,-1.26,0.873,0.873,0.0,1000000.0,131.5,134.09,"Acids, aliphatic"
50-78-2,ACETYLSALICYLIC ACID,18,1.19,-1.593,-1.138,-0.455,4600.0,136.0,180.16,"Acids, aromatic"
51-36-5,"3,5-DICHLOROBENZOIC ACID",18,3.0,-3.114,-3.37,0.256,147.0,186.0,191.01,"Acids, aromatic"
51-44-5,"3,4-DICHLOROBENZOIC ACID",18,3.25,-3.495,-3.812,0.317,61.1,208.0,191.01,"Acids, aromatic"
55-22-1,ISONICOTINIC ACID,18,0.32,-1.374,-1.807,0.433,5200.0,319.0,123.11,"Acids, aromatic"
62-23-7,P-NITROBENZOIC ACID,18,1.89,-2.922,-2.748,-0.174,200.0,242.4,167.12,"Acids, aromatic"
65-49-6,P-AMINOSALICYLIC ACID,18,0.87,-1.957,-1.773,-0.184,1690.0,150.0,153.14,"Acids, aromatic"
65-85-0,BENZOIC ACID,18,1.87,-1.655,-1.484,-0.172,2700.0,122.4,122.12,"Acids, aromatic"
69-72-7,SALICYLIC ACID,18,2.26,-1.79,-1.275,-0.515,2240.0,158.0,138.12,"Acids, aromatic"
74-11-3,4-CHLOROBENZOIC ACID,18,2.65,-3.337,-3.45,0.113,72.0,243.0,156.57,"Acids, aromatic"
86-55-5,1-NAPTHOIC ACID,18,3.1,-3.302,-3.177,-0.125,86.0,161.0,172.19,"Acids, aromatic"
88-13-1,THIOPHENE-3-CARBOXYLIC ACID,18,1.5,-1.474,-1.282,-0.193,4300.0,137.0,128.15,"Acids, aromatic"
88-14-2,2-FUROIC ACID,18,0.64,-0.48,-0.337,-0.144,37100.0,129.5,112.08,"Acids, aromatic"
88-67-5,2-IODOBENZOIC ACID,18,2.4,-2.731,-2.752,0.021,461.0,162.0,248.02,"Acids, aromatic"
88-99-3,O-PHTHALIC ACID,18,0.73,-1.375,-1.517,0.143,7010.0,230.0,166.13,"Acids, aromatic"
93-09-4,2-NAPHTHOIC ACID,18,3.28,-3.564,-3.561,-0.003,47.0,184.0,172.19,"Acids, aromatic"
98-73-7,"BENZOIC ACID, 4-(TERT-BUTYL)-",18,3.78,-3.804,-3.904,0.1,28.0,167.0,178.23,"Acids, aromatic"
99-04-7,M-TOLUIC ACID,18,2.37,-2.143,-1.912,-0.231,980.0,112.0,136.15,"Acids, aromatic"
99-05-8,3-AMINOBENZOIC ACID,18,0.43,-1.366,-1.521,0.155,5900.0,174.0,137.14,"Acids, aromatic"
99-06-9,M-HYDROXYBENZOIC ACID,18,1.5,-1.28,-0.95,-0.33,7250.0,202.0,138.12,"Acids, aromatic"
99-34-3,"3,5-DINITROBENZOIC ACID",18,1.55,-2.196,-2.219,0.023,1350.0,205.0,212.12,"Acids, aromatic"
99-50-3,"3,4-DIHYDROXYBENZOIC ACID",18,0.86,-0.928,-0.367,-0.56,18200.0,200.0,154.12,"Acids, aromatic"
99-94-5,P-TOLUIC ACID,18,2.27,-2.603,-2.442,-0.161,340.0,180.0,136.15,"Acids, aromatic"
99-96-7,P-HYDROXYBENZOIC ACID,18,1.58,-1.441,-1.142,-0.3,5000.0,214.5,138.12,"Acids, aromatic"
100-09-4,P-METHOXYBENZOIC ACID,18,1.96,-2.458,-2.24,-0.218,530.0,185.0,152.15,"Acids, aromatic"
118-90-1,O-TOLUIC ACID,18,2.18,-2.062,-1.684,-0.379,1180.0,107.0,136.15,"Acids, aromatic"
118-91-2,2-CHLOROBENZOIC ACID,18,2.05,-1.875,-1.945,0.07,2090.0,142.0,156.57,"Acids, aromatic"
118-92-3,2-AMINOBENZOIC ACID,18,1.21,-1.593,-2.003,0.41,3500.0,145.0,137.14,"Acids, aromatic"
121-34-6,4-HYDROXY-3-METHOXYBENZOIC ACID,18,1.43,-2.05,-1.087,-0.962,1500.0,214.0,168.15,"Acids, aromatic"
121-91-5,ISOPHTHALIC ACID,18,1.66,-3.22,-3.468,0.248,100.0,345.0,166.13,"Acids, aromatic"
121-92-6,M-NITROBENZOIC ACID,18,1.83,-1.669,-1.767,0.098,3580.0,142.0,167.12,"Acids, aromatic"
133-90-4,"3-AMINO-2,5-DICHLOROBENZOIC ACID",18,1.11,-2.469,-2.634,0.165,700.0,200.5,206.03,"Acids, aromatic"
149-91-7,"3,4,5-TRIHYDROXYBENZOIC ACID",18,0.7,-1.155,-0.724,-0.431,11900.0,250.0,170.12,"Acids, aromatic"
150-13-0,4-AMINOBENZOIC ACID,18,0.83,-1.351,-2.025,0.673,6110.0,187.0,137.14,"Acids, aromatic"
303-07-1,"2,6-DIHYDROXYBENZOIC ACID",18,2.2,-1.207,-1.231,0.023,9560.0,154.0,154.12,"Acids, aromatic"
445-29-4,2-FLUOROBENZOIC ACID,18,1.77,-1.289,-1.45,0.16,7200.0,123.0,140.12,"Acids, aromatic"
455-38-9,M-FLUOROBENZOIC ACID,18,2.15,-1.97,-1.814,-0.156,1500.0,123.0,140.12,"Acids, aromatic"
456-22-4,P-FLUOROBENZOIC ACID,18,2.07,-2.067,-2.286,0.219,1200.0,182.6,140.12,"Acids, aromatic"
482-05-3,DIPHENIC ACID,18,2.07,-2.284,-3.024,0.74,1260.0,228.0,242.23,"Acids, aromatic"
490-79-9,"2,5-DIHYDROXYBENZOIC ACID",18,1.74,-1.489,-1.203,-0.286,5000.0,199.0,154.12,"Acids, aromatic"
535-80-8,M-CHLOROBENZOIC ACID,18,2.68,-2.541,-2.697,0.155,450.0,158.0,156.57,"Acids, aromatic"
536-66-3,CUMIC ACID,18,3.28,-3.036,-2.929,-0.108,151.0,118.0,164.21,"Acids, aromatic"
552-16-9,2-NITROBENZOIC ACID,18,1.46,-1.328,-1.462,0.134,7850.0,147.5,167.12,"Acids, aromatic"
579-75-9,O-METHOXYBENZOIC ACID,18,1.59,-1.483,-1.112,-0.371,5000.0,101.0,152.15,"Acids, aromatic"
585-76-2,M-BROMOBENZOIC ACID,18,2.87,-2.699,-2.991,0.292,402.0,155.0,201.03,"Acids, aromatic"
586-76-5,P-BROMOBENZOIC ACID,18,2.86,-3.525,-3.874,0.349,60.0,252.0,201.03,"Acids, aromatic"
603-11-2,3-NITROPHTHALIC ACID,18,0.75,-1.021,-1.567,0.546,20100.0,218.0,211.13,"Acids, aromatic"
618-51-9,3-IODOBENZOIC ACID,18,3.13,-3.271,-3.683,0.412,133.0,187.0,248.02,"Acids, aromatic"
619-58-9,4-IODOBENZOIC ACID,18,3.02,-3.963,-4.368,0.405,27.0,273.0,248.02,"Acids, aromatic"
619-84-1,4-DIMETHYLAMINOBENZOIC ACID,18,1.28,-3.398,-3.055,-0.342,66.1,242.5,165.19,"Acids, aromatic"
723-62-6,ANTHRACENE-9-CARBOXYLIC ACID,18,3.11,-3.417,-3.831,0.414,85.0,214.0,222.25,"Acids, aromatic"
60-12-8,2-PHENYLETHANOL,19,1.36,-0.741,-0.572,-0.169,22200.0,Liq,122.17,"Alcohols, aliphatic"
64-17-5,ETHANOL,19,-0.31,1.337,1.27,0.066,1000000.0,Liq,46.07,"Alcohols, aliphatic"
67-56-1,METHANOL,19,-0.77,1.494,1.494,0.0,1000000.0,Liq,32.04,"Alcohols, aliphatic"
67-63-0,ISOPROPANOL,19,0.05,1.221,0.88,0.341,1000000.0,Liq,60.1,"Alcohols, aliphatic"
71-23-8,1-PROPANOL,19,0.25,1.221,0.688,0.533,1000000.0,Liq,60.1,"Alcohols, aliphatic"
71-36-3,1-BUTANOL,19,0.88,-0.069,0.04,-0.109,63200.0,Liq,74.12,"Alcohols, aliphatic"
71-41-0,1-PENTANOL,19,1.42,-0.603,-0.523,-0.08,22000.0,Liq,88.15,"Alcohols, aliphatic"
75-65-0,T-BUTANOL,19,0.35,1.13,0.543,0.587,1000000.0,25.6,74.12,"Alcohols, aliphatic"
75-84-3,"2,2-DIMETHYL-1-PROPANOL",19,1.36,-0.401,-0.723,0.322,35000.0,53.0,88.15,"Alcohols, aliphatic"
75-85-4,2-METHYL-2-BUTANOL,19,0.89,0.096,-0.014,0.11,110000.0,Liq,88.15,"Alcohols, aliphatic"
78-83-1,ISOBUTYL ALCOHOL,19,0.76,0.059,0.155,-0.095,85000.0,Liq,74.12,"Alcohols, aliphatic"
78-92-2,2-BUTANOL,19,0.61,0.388,0.299,0.089,181000.0,Liq,74.12,"Alcohols, aliphatic"
90-01-7,O-HYDROXYBENZYL ALCOHOL,19,0.73,-0.295,0.426,-0.721,63000.0,86.0,124.14,"Alcohols, aliphatic"
91-01-0,BENZHYDROL,19,2.67,-2.549,-2.429,-0.12,520.0,69.0,184.24,"Alcohols, aliphatic"
100-51-6,BENZYL ALCOHOL,19,1.1,-0.432,-0.278,-0.154,40000.0,Liq,108.14,"Alcohols, aliphatic"
107-18-6,ALLYL ALCOHOL,19,0.17,1.236,0.772,0.464,1000000.0,Liq,58.08,"Alcohols, aliphatic"
107-19-7,PROPARGYLIC ALCOHOL,19,-0.38,1.251,1.251,0.0,1000000.0,Liq,56.06,"Alcohols, aliphatic"
108-93-0,CYCLOHEXANOL,19,1.23,-0.377,-0.378,0.001,42000.0,Liq,100.16,"Alcohols, aliphatic"
111-27-3,1-HEXANOL,19,2.03,-1.239,-1.152,-0.086,5900.0,Liq,102.18,"Alcohols, aliphatic"
111-70-6,1-HEPTANOL,19,2.41,-1.842,-1.561,-0.281,1670.0,Liq,116.2,"Alcohols, aliphatic"
111-87-5,1-OCTANOL,19,2.97,-2.382,-2.143,-0.239,540.0,Liq,130.23,"Alcohols, aliphatic"
112-30-1,1-DECANOL,19,4.57,-3.631,-3.767,0.136,37.0,Liq,158.29,"Alcohols, aliphatic"
112-53-8,DODECANOL,19,5.13,-4.668,-4.393,-0.276,4.0,Liq,186.34,"Alcohols, aliphatic"
115-19-5,2-METHYL-3-BUTYN-2-OL,19,0.28,1.075,0.584,0.491,1000000.0,Liq,84.12,"Alcohols, aliphatic"
122-97-4,3-PHENYLPROPANOL,19,1.88,-1.38,-1.115,-0.265,5680.0,Liq,136.2,"Alcohols, aliphatic"
122-99-6,2-PHENOXYETHANOL,19,1.16,-0.714,-0.43,-0.284,26700.0,Liq,138.17,"Alcohols, aliphatic"
123-51-3,ISOPENTANOL,19,1.42,-0.519,-0.523,0.004,26700.0,Liq,88.15,"Alcohols, aliphatic"
123-96-6,2-OCTANOL,19,2.9,-2.065,-2.201,0.135,1120.0,38.6,130.23,"Alcohols, aliphatic"
137-32-6,2-METHYL-1-BUTANOL,19,1.29,-0.472,-0.398,-0.074,29700.0,Liq,88.15,"Alcohols, aliphatic"
143-08-8,1-NONANOL,19,3.77,-3.013,-2.955,-0.058,140.0,Liq,144.26,"Alcohols, aliphatic"
371-62-0,2-FLUOROETHANOL,19,-0.67,1.193,1.193,0.0,1000000.0,Liq,64.06,"Alcohols, aliphatic"
464-07-3,"3,3-DIMETHYL-2-BUTANOL",19,1.48,-0.624,-0.624,0.001,24300.0,Liq,102.18,"Alcohols, aliphatic"
543-49-7,2-HEPTANOL,19,2.31,-1.551,-1.465,-0.085,3270.0,Liq,116.2,"Alcohols, aliphatic"
584-02-1,3-PENTANOL,19,1.21,-0.233,-0.321,0.088,51500.0,Liq,88.15,"Alcohols, aliphatic"
589-18-4,P-METHYL BENZYL ALCOHOL,19,1.58,-1.2,-1.105,-0.095,7710.0,60.0,122.17,"Alcohols, aliphatic"
589-55-9,4-HEPTANOL,19,2.22,-1.393,-1.379,-0.014,4700.0,Liq,116.2,"Alcohols, aliphatic"
589-82-2,3-HEPTANOL,19,2.24,-1.463,-1.398,-0.065,4000.0,Liq,116.2,"Alcohols, aliphatic"
589-91-3,4-METHYLCYCLOHEXANOL,19,1.79,-0.882,-0.96,0.078,15000.0,Liq,114.19,"Alcohols, aliphatic"
598-75-4,3-METHYL-2-BUTANOL,19,1.28,-0.197,-0.388,0.191,56000.0,Liq,88.15,"Alcohols, aliphatic"
623-37-0,3-HEXANOL,19,1.65,-0.803,-0.788,-0.015,16100.0,Liq,102.18,"Alcohols, aliphatic"
625-48-9,2-NITROETHANOL,19,-0.42,1.041,0.729,0.311,1000000.0,Liq,91.07,"Alcohols, aliphatic"
626-93-7,2-HEXANOL,19,1.76,-0.873,-0.893,0.021,13700.0,Liq,102.18,"Alcohols, aliphatic"
6032-29-7,2-PENTANOL,19,1.34,-0.296,-0.446,0.15,44600.0,Liq,88.15,"Alcohols, aliphatic"
15258-73-8,"2,6-DICHLOROBENZYL ALCOHOL",19,2.02,-2.102,-2.049,-0.052,1400.0,98.0,177.03,"Alcohols, aliphatic"
50-00-0,FORMALDEHYDE,20,0.35,1.121,0.262,0.859,400000.0,Liq,30.3,Aldehydes
66-25-1,HEXANAL,20,1.78,-1.249,-1.33,0.081,5640.0,Liq,100.16,Aldehydes
75-07-0,ACETALDEHYDE,20,-0.34,1.356,0.881,0.475,1000000.0,Liq,44.05,Aldehydes
75-87-6,TRICHLOROACETALDEHYDE,20,0.99,-0.691,-0.72,0.029,30000.0,Liq,147.39,Aldehydes
98-01-1,FUFURAL,20,0.41,-0.096,-0.002,-0.094,77000.0,Liq,96.09,Aldehydes
99-61-6,M-NITROBENZALDEHYDE,20,1.47,-1.967,-1.997,0.029,1630.0,57.5,151.12,Aldehydes
100-52-7,BENZALDEHYDE,20,1.48,-1.208,-1.061,-0.147,6570.0,Liq,106.13,Aldehydes
100-83-4,3-HYDROXYBENZALDEHYDE,20,1.38,-0.647,-0.781,0.133,27500.0,104.0,122.12,Aldehydes
104-55-2,3-PHENYL-2-PROPENAL,20,1.9,-1.969,-1.546,-0.423,1420.0,Liq,132.16,Aldehydes
107-02-8,ACROLEIN,20,-0.01,0.578,0.527,0.051,212000.0,Liq,56.06,Aldehydes
120-57-0,PIPERONAL,20,1.05,-1.632,-0.897,-0.736,3500.0,37.0,150.14,Aldehydes
123-38-6,PROPIONALDEHYDE,20,0.59,0.722,-0.056,0.777,306000.0,Liq,58.08,Aldehydes
123-72-8,BUTYRALDEHYDE,20,0.88,-0.007,-0.378,0.371,71000.0,Liq,72.11,Aldehydes
552-89-6,O-NITROBENZALDEHYDE,20,1.74,-1.814,-2.141,0.327,2320.0,45.0,151.12,Aldehydes
555-16-8,P-NITROBENZALDEHYDE,20,1.56,-1.81,-2.088,0.277,2340.0,58.0,151.12,Aldehydes
79-20-9,METHYL ACETATE,21,0.18,0.516,0.288,0.228,243000.0,Liq,74.08,Esters
80-62-6,METHYL METHACRYLATE,21,1.38,-0.824,-0.946,0.122,15000.0,Liq,100.12,Esters
84-66-2,DIETHYL PHTHALATE,21,2.47,-2.313,-2.376,0.062,1080.0,Liq,222.24,Esters
84-69-5,DI-ISOBUTYLPHTHALATE,21,4.11,-4.652,-4.126,-0.526,6.2,Liq,278.35,Esters
84-74-2,DIBUTYL PHTHALATE,21,4.72,-4.395,-4.712,0.317,11.2,Liq,278.35,Esters
85-68-7,BUTYL BENZYL PHTHALATE,21,4.91,-5.065,-5.001,-0.064,2.69,Liq,312.37,Esters
93-58-3,"BENZOIC ACID, METHYL ESTER",21,2.12,-1.812,-1.77,-0.042,2100.0,Liq,136.15,Esters
93-60-7,"NICOTINIC ACID, METHYL ESTER",21,0.83,-0.46,-0.663,0.203,47600.0,39.0,137.14,Esters
93-89-0,ETHYL BENZOATE,21,2.64,-2.319,-2.313,-0.007,720.0,Liq,150.18,Esters
94-09-7,"P-AMINOBENZOIC ACID, ETHYL ESTER",21,1.86,-2.101,-2.2,0.099,1310.0,89.0,165.19,Esters
94-12-2,PROPYL-P-AMINOBENZOATE,21,2.4,-2.328,-2.638,0.31,842.0,75.5,179.22,Esters
94-13-3,P-HYDROXY PROPYL BENZOATE,21,3.04,-2.557,-2.488,-0.069,500.0,96.5,180.21,Esters
94-26-8,P-HYDROXY BUTYL BENZOATE,21,3.57,-2.972,-2.783,-0.189,207.0,68.5,194.23,Esters
96-33-3,METHYL ACRYLATE,21,0.8,-0.241,-0.345,0.104,49400.0,Liq,86.09,Esters
96-48-0,GAMMA-BUTYROLACTONE,21,-0.64,1.065,1.037,0.028,1000000.0,Liq,86.09,Esters
97-63-2,ETHYL METHACRYLATE,21,1.94,-1.325,-1.528,0.203,5400.0,Liq,114.15,Esters
97-86-9,"METHACRYLIC ACID, I-BUTYL",21,2.66,-2.039,-2.307,0.268,1300.0,Liq,142.2,Esters
97-88-1,"METHACRYLIC ACID, N-BUTYL",21,2.88,-2.25,-2.518,0.268,800.0,Liq,142.2,Esters
99-24-1,METHYL GALLATE,21,0.86,-1.24,-1.373,0.134,10600.0,201.5,184.15,Esters
99-76-3,4-HYDROXY METHYL BENZOATE,21,1.96,-1.784,-1.68,-0.104,2500.0,131.0,152.15,Esters
103-36-6,"CINNAMIC ACID, ETHYL ESTER",21,2.99,-2.996,-2.731,-0.265,178.0,Liq,176.22,Esters
105-37-3,ETHYL PROPIONATE,21,1.21,-0.726,-0.789,0.063,19200.0,Liq,102.13,Esters
105-40-8,"N-METHYLCARBAMIC ACID, ETHYL ESTER",21,0.34,0.826,0.043,0.783,690000.0,Liq,103.12,Esters
105-53-3,DIETHYL MALONATE,21,0.96,-0.839,-0.731,-0.108,23200.0,Liq,160.17,Esters
106-63-8,ISOBUTYL ACRYLATE,21,2.22,-1.853,-1.84,-0.012,1800.0,Liq,128.17,Esters
108-05-4,VINYL ACETATE,21,0.73,-0.634,-0.278,-0.356,20000.0,Liq,86.09,Esters
108-65-6,PROPYLENE GLYCOL ME ETHER,21,0.56,0.176,-0.259,0.435,198000.0,Liq,132.16,Esters
109-16-0,TRIETHYLENEGLYCOL DIMETHACRYLATE,21,1.88,-1.901,-2.011,0.11,3600.0,Liq,286.33,Esters
109-60-4,N-PROPYL ACETATE,21,1.24,-0.733,-0.818,0.085,18900.0,Liq,102.13,Esters
109-94-4,ETHYL FORMATE,21,0.23,0.076,0.24,-0.164,88200.0,Liq,74.08,Esters
110-42-9,METHYL DECANOATE,21,4.41,-4.627,-4.125,-0.501,4.4,Liq,186.3,Esters
110-74-7,PROPYL FORMATE,21,0.83,-0.603,-0.38,-0.222,22000.0,Liq,88.11,Esters
117-81-7,BIS(2-ETHYLHEXYL)PHTHALATE,21,7.43,-6.968,-7.666,0.698,0.042,Liq,390.57,Esters
119-36-8,METHYL SALICYLATE,21,2.55,-1.313,-1.272,-0.041,7400.0,Liq,152.15,Esters
120-47-8,"P-HYDROXYBENZOIC ACID,ETHYL ESTER",21,2.47,-2.309,-2.076,-0.233,816.0,116.0,166.18,Esters
121-79-9,PROPYL GALLATE,21,1.8,-1.783,-1.89,0.107,3500.0,150.0,212.2,Esters
121-98-2,"P-ANISIC ACID, METHYL ESTER",21,2.27,-2.412,-2.229,-0.184,643.0,49.0,166.18,Esters
123-25-1,DIETHYL SUCCINATE,21,1.2,-0.96,-1.006,0.046,19100.0,Liq,174.2,Esters
123-86-4,N-BUTYL ACETATE,21,1.82,-1.141,-1.419,0.278,8400.0,Liq,116.16,Esters
131-11-3,DIMETHYL PHTHALATE,21,1.56,-1.686,-1.414,-0.272,4000.0,Liq,194.19,Esters
131-16-8,DIPROPYL PHTHALATE,21,3.27,-3.365,-3.232,-0.133,108.0,Liq,250.3,Esters
131-17-9,DIALLYLPHTHALATE,21,3.23,-3.131,-3.181,0.05,182.0,Liq,246.27,Esters
133-11-9,PHENYL-4-AMINOSALICYLATE,21,3.15,-4.515,-4.228,-0.287,7.0,153.0,229.24,Esters
136-60-7,BUTYL BENZOATE,21,3.74,-3.48,-3.457,-0.023,59.0,Liq,178.23,Esters
140-11-4,BENZYL ACETATE,21,1.96,-1.685,-1.66,-0.025,3100.0,Liq,150.18,Esters
140-88-5,ETHYL ACRYLATE,21,1.32,-0.824,-0.888,0.064,15000.0,Liq,100.12,Esters
141-32-2,BUTYL ACRYLATE,21,2.36,-1.807,-1.975,0.168,2000.0,Liq,128.17,Esters
141-78-6,ETHYL ACETATE,21,0.73,-0.042,-0.284,0.242,80000.0,Liq,88.11,Esters
141-97-9,ACETOACETIC ESTER,21,0.25,-0.073,0.045,-0.118,110000.0,Liq,130.14,Esters
554-12-1,METHYL PROPIONATE,21,0.84,-0.15,-0.39,0.24,62400.0,Liq,88.11,Esters
585-07-9,T-BUTYL METHACRYLATE,21,2.54,-2.153,-2.192,0.039,1000.0,Liq,142.2,Esters
605-45-8,DI-I-PROPYL PHTHALATE,21,2.83,-2.877,-2.81,-0.068,332.0,Liq,250.3,Esters
619-45-4,METHYL P-AMINOBENZOATE,21,1.37,-1.597,-1.897,0.3,3820.0,112.0,151.17,Esters
818-61-1,2-HYDROXYETHYL ACRYLATE,21,-0.21,0.935,0.53,0.405,1000000.0,Liq,116.12,Esters
868-77-9,2-HYDROXYETHYL METHACRYLAT,21,0.47,-0.114,-0.167,0.052,100000.0,Liq,130.14,Esters
927-68-4,"ETHANOL, 2-BROMO-, ACETATE",21,1.11,-0.674,-0.897,0.223,35400.0,Liq,167.01,Esters
999-61-1,2-HYDROXYPROPYL ACRYLATE,21,0.35,0.886,0.373,0.513,1000000.0,Liq,130.14,Esters
1731-84-6,METHYL NONANOATE,21,4.32,-3.876,-3.995,0.119,22.9,Liq,172.27,Esters
3891-59-6,ALPHA-GLUCOSE PENTAACETATE,21,0.63,-2.415,-1.919,-0.496,1500.0,110.0,390.34,Esters
13110-37-7,"Benzoic acid, 4-amino-,pentyl ester",21,3.18,-3.35,-3.259,-0.091,92.6,52.0,207.27,Esters
13476-55-6,"BENZOIC ACID,4-AMINO-,HEXYL ESTER",21,3.96,-3.954,-4.134,0.18,24.6,61.0,221.3,Esters
14309-40-1,"BENZOIC ACID,4-AMINO-,HEPTYL ESTER",21,4.5,-4.6,-4.826,0.226,5.91,75.0,235.33,Esters
14309-41-2,"BENZOIC ACID,4-AMINO,OCTYL ESTER",21,5.02,-5.4,-5.332,-0.068,0.993,71.0,249.36,Esters
67-64-1,ACETONE,22,-0.24,1.236,0.741,0.495,1000000.0,Liq,58.08,Ketones
70-70-2,P-HYDROXYPROPIOPHENONE,22,2.03,-2.639,-1.907,-0.732,345.0,149.0,150.18,Ketones
78-59-1,ISOPHORONE,22,1.7,-1.061,-1.373,0.311,12000.0,Liq,138.21,Ketones
78-93-3,2-BUTANONE,22,0.29,0.49,0.188,0.302,223000.0,Liq,72.11,Ketones
84-65-1,ANTHRAQUINONE,22,3.39,-5.188,-5.598,0.41,1.35,284.0,208.22,Ketones
93-55-0,PROPIOPHENONE,22,2.19,-1.827,-1.831,0.004,2000.0,Liq,134.18,Ketones
96-22-0,3-PENTANONE,22,0.99,-0.253,-0.528,0.275,48100.0,Liq,86.13,Ketones
98-86-2,ACETOPHENONE,22,1.58,-1.292,-1.201,-0.091,6130.0,Liq,120.15,Ketones
99-92-3,4-AMINOACETOPHENONE,22,0.83,-1.606,-1.273,-0.333,3350.0,106.0,135.17,Ketones
99-93-4,P-HYDROXYACETOPHENONE,22,1.35,-1.138,-0.851,-0.287,9900.0,110.0,136.15,Ketones
106-51-4,"2,5-CYCLOHEXADIENE-1,4-DIONE",22,0.2,-0.989,-0.673,-0.316,11100.0,115.7,108.1,Ketones
107-87-9,2-PENTANONE,22,0.91,-0.302,-0.451,0.149,43000.0,Liq,86.13,Ketones
108-10-1,4-METHYL-2-PENTANONE,22,1.31,-0.722,-0.879,0.157,19000.0,Liq,100.16,Ketones
108-94-1,CYCLOHEXANONE,22,0.81,-0.594,-0.393,-0.201,25000.0,Liq,98.15,Ketones
110-12-3,5-METHYL-2-HEXANONE,22,1.88,-1.325,-1.47,0.145,5400.0,Liq,114.19,Ketones
110-43-0,2-HEPTANONE,22,1.98,-1.424,-1.566,0.142,4300.0,Liq,114.19,Ketones
111-13-7,2-OCTANONE,22,2.37,-2.154,-1.985,-0.169,900.0,Liq,128.22,Ketones
119-61-9,BENZOPHENONE,22,3.18,-3.124,-3.148,0.024,137.0,48.5,182.22,Ketones
123-31-9,HYDROQUINONE,22,0.59,-0.184,-0.61,0.426,72000.0,172.0,110.11,Ketones
123-54-6,"2,4-PENTANEDIONE",22,0.34,0.22,0.052,0.167,166000.0,Liq,100.12,Ketones
431-03-8,"2,3-BUTANEDIONE",22,-1.34,0.366,1.065,-0.699,200000.0,Liq,86.09,Ketones
563-80-4,3-METHYL-2-BUTANONE,22,0.56,-0.151,-0.115,-0.036,60800.0,Liq,86.13,Ketones
591-78-6,2-HEXANONE,22,1.38,-0.758,-0.946,0.188,17500.0,Liq,100.16,Ketones
693-54-9,2-DECANONE,22,3.73,-3.309,-3.378,0.07,76.8,Liq,156.27,Ketones
821-55-6,2-NONANONE,22,3.18,-2.584,-2.806,0.223,371.0,Liq,142.24,Ketones
75-21-8,ETHYLENE OXIDE,23,-0.3,1.356,0.843,0.513,1000000.0,Liq,44.05,Epoxides
75-56-9,PROPYLENE OXIDE,23,0.03,1.007,0.482,0.525,590000.0,Liq,58.08,Epoxides
96-09-3,STYRENE OXIDE,23,1.61,-1.603,-1.23,-0.373,3000.0,Liq,120.15,Epoxides
106-89-8,"1-CHLORO-2,3-EPOXYPROPANE",23,0.45,-0.147,-0.029,-0.118,65900.0,Liq,92.53,Epoxides
556-52-5,GLYCIDOL,23,-0.95,1.13,1.13,0.0,1000000.0,Liq,74.08,Epoxides
