aaa	GHOTUO
scn	SICILIAN_UnnamedInSource
sco	SCOTS
scp	HELAMBU_SHERPA
scq	SAOCH
scs	HARE
scv	SHENI
scw	SHA
sda	SADAN
sdb	GORANI_SABAKI
sdc	SASSARESE
sde	SURUBU
sdg	SAVI
sdh	SOUTHERN_KURDISH
sdj	SUUNDI
sdk	SOS_KUNDI
sdn	GALLURESE_SARDINIAN
sdo	BUKAR_SADONG_BIDAYUH
sdp	SHERDUKPEN
sds	SENED
sdu	SARUDU
sdz	SALLANDS
sea	SEMAI
sec	SECHELT
sed	SEDANG
see	SENECA
sef	SENUFO_CEBAARA
seg	SEGEJU
seh	SENA
sei	SERI
sej	SENE
sek	SEKANI
sel	SELKUP
sen	NANERGE
sep	SENUFO_SICITE
seq	SENARA_SENOUFU
ser	SERRANO
ses	KOROBORO_SENNI
set	SENTANI
seu	SERUI_LAUT
sew	SEWA_BAY
sey	SECOYA
sga	OLD_IRISH
sgc	KALENJIN
sgd	SURIGAONON
sge	SEGAI
sgh	SHUGHNI
sgi	NIZAA
sgp	SINGPHO
sgr	SANGISARI
sgz	SURSURUNGA
sha	SHALL
shb	NINAM
she	SHEKO
shg	SHUA
shh	SHOSHONI
shi	TASHELHIT_IDA_USEMLAL
shj	SHATT
shk	SHILLUK
shn	SHAN
sho	SHANGA
shr	SHI
shs	SHUSWAP
sht	SHASTA
shv	SHEHRI
shw	SHIRUMBA
shx	SHE
shy	CHAOUI
sia	AKKALA_SAMI
sib	SEBOP_KENYAH
sid	SIDAMO
sif	SIAMOU
sig	PAASAAL
sii	SHOM_PENG
sij	NUMBAMI
sil	SISAALA_TUMULUNG
sim	MENDE_PNG
sin	SINHALA
sip	SIKKIMESE
siq	SUNIA
sir	SIRI
sis	SIUSLAW
siu	SINAGEN
siw	MOTUNA
six	SUMAU
siy	SIVANDI
siz	SIWI
sjd	KILDIN_SAAMI
sjg	ASSANGORI
sjm	MAPUN
sjo	XIBE
sjr	SIAR
sjs	SENHAJA_DE_SRAIR
sjw	SHAWNEE
skb	SAEK
skc	MA_MANDA
skd	S_SIERRA_MIWOK
ske	SEKE
skf	MEKENS
skh	SICHULE
ski	SIKA
skj	TANGBE
skm	KUTONG_SAKAM
skq	SININKERE
skr	SERAIKI
skt	SAKATA
sku	SAKAO
skv	SKOU
sky	SIKAIANA
skz	SEKAR
slc	SALIBA_COLUMBIA
sld	SISAALA_BURKINA_FASO
sle	SHOLAGA
slh	PUGET_SALISH
sli	LOWER_SILESIAN
slk	SLOVAK
sll	SALT_YUI
slm	PANGUTARAN_SAMA
sln	SALINAN
slp	LAMAHOLOT_ILE_MANDIRI
slr	SALAR
slu	SELARU
slv	SLOVENIAN
slw	SIALUM
sly	SELAYAR
smb	SIMBARI
smc	SOM
smf	AUWE
smj	LULE_SAAMI
smk	BOLIANO
sml	SAMAL
smn	INARI_SAAMI
smo	SAMOAN
smq	SAMO
smr	SIMALUR
sms	SKOLT_SAAMI
smw	SUMBAWA
smx	SAMBA
smy	SEMNANI
sna	SHONA
snc	SINAUGORO
snd	SINDHI
sne	BIDAYUH_BAU
snf	NOON
sni	SENSI
snk	SONINKE
snl	SANGIL
snn	SIONA
snp	SIANE
snq	ISANGU
snr	SIHAN
snu	SENGI
snv	SAABAN
snw	SELE
snx	SAM
sny	SANIO
snz	SINSAURU
sob	SOBEI
soc	ESO_YALEMBA
soh	AKA
sok	SOKORO
sol	SOLOS
som	SOMALI
soo	SONGO
soq	KANASI
sor	SOMRAI
sos	SEEKU
sot	SOTHO_SOUTHERN
sou	SONGKHLA_THAI
sow	WAINA
sox	SO
soy	MOYOBE
spa	SPANISH
spb	SEPA_INDONESIA
spc	SAPE
spd	SAEP
spe	SEPA_PAPUA_NEW_GUINEA
spi	SAPONI
spk	SENGO
spl	SELEPET
spm	SEPEN
spo	SPOKANE
spp	SENOUFO_SUPYIRE
sps	TAIOF
spt	SPITI_BHOTI
spu	SAPUAN
spy	SABAOT
sqa	SHAMA
sqh	SHAU
sqo	SORKHEI
sqq	SU
sqt	SOQOTRI
squ	SQUAMISH
sra	SARUGA
srb	SORA
src	SARDINIAN_LOGUDARESE
srf	SIRAK
srh	SARIKOLI
sri	SIRIANO
srl	SABERI
srm	SARAMACCAN
srn	SRANAN_TONGO
sro	SARDINIAN_CAMPIDANESE
srq	SIRIONO
srs	SARCEE
sru	SURUI_DO_RONDONIA
srv	SOUTHERN_SORSOGON
srw	SERUA
sry	SERA
srz	SHAHMIRZADI
ssb	SIBUTU_SOUTHERN_SAMA
ssd	SIROI
sse	BALANGINGI_SAMA
ssf	THAO
ssg	SEIMAT
ssi	SANSI
ssj	SAUSI
ssl	SISAALA_WESTERN
ssm	SEMNAM
ssn	WAATA
sso	SISSANO
ssq	SOA
sst	SINASINA
ssw	SWATI
ssx	SAU
ssy	SAHO
ssz	SENGSENG
stf	SETA
sti	STIENG
stj	SAMO_MATYA
stk	ARAMMBA
stl	STELLINGWERFS
stn	SANTA_ANA_OWA
sto	STONEY
stp	SOUTHERN_TEPEHUAN
str	SALISH_STRAITS
sts	SHUMASHTI
stv	SILTE
stw	SATAWALESE
sua	SULKA
sub	SUKU
suc	SUBANON_SIOCON
sue	SUENA
sug	WAGARABAI
sui	SUKI
suk	SUKUMA
sun	SUNDANESE
suo	BOUNI
sur	MWAGHAVUL
sus	SUSU
sut	SUBTIABA
suv	PUROIK
suw	SUMBWA
sux	SUMERIAN
suy	SUYA
suz	SUNWAR
sva	SVAN
svb	ULAU
svc	VINCENTIAN_CREOLE
sve	SERILI
svs	SAVOSAVO
swe	SWEDISH
swf	SERE
swg	SWABIAN
swh	SWAHILI
swi	SUI
swj	SIRA
swk	MALAWI_SENA
swm	SAMOSA
swn	FOQAHA
swp	SUAU
swq	SHARWA
swr	SAWERU
swt	SAWILA
swv	SHEKHAWATI
sww	SOWA
swy	SARWA
sxb	SUBA
sxe	SIGHU
sxg	SHIXING
sxk	YONCALLA
sxm	SAMRE
sxn	SANGIR
sxr	SAAROA
sxu	SAXON_UPPER
sya	SIANG
syb	SUBANUN_SINDANGAN
syc	CLASSICAL_SYRIAC
syi	SEKI
syk	SUKUR
syl	SYLHETI
sym	MAYA_SAMO
sys	SINYAR
syw	KAGATE
syx	OSAMAYI
sza	SEMELAI
szc	SEMAQ_BERI
sze	SEZE
szg	SENGELE_MBELO
szp	INANWATAN
szw	SAWAI_UnnamedInSource
taa	LOWER_TANANA
tac	LOWLAND_TARAHUMARA
tad	TAUSE
tae	TARIANA
taf	TAPIRAPE
tag	ORIG
tah	TAHITIAN
taj	EASTERN_TAMANG
tak	TALA
tal	TAL
tam	TAMIL
tan	TANGALE
tao	YAMI
taq	TAMASHEQ
tar	CENTRAL_TARAHUMARA
tat	TATAR
tau	UPPER_TANANA
tav	TATUYO
tax	TEMKI
tay	ATAYAL
taz	TOCHO
tba	AIKANA
tbc	TAKIA
tbd	KAKI_AE
tbf	MANDARA
tbg	N_TAIRORA
tbh	THURAWAL
tbj	TIANG
tbk	TAGBANWA_KALAMIAN
tbm	TAGBU
tbo	TAWALA
tbr	KURONDI
tbs	TANGUAT
tbu	TUBAR
tbv	TOBO
tbx	SAMBIO
tby	TABARU
tbz	DITAMMARI
tca	TIKUNA
tcb	TANACROSS
tcc	DATOOGA_DIALECT_6
tcd	TEGBO
tce	SOUTHERN_TUTCHONE
tcf	TLAPANEC_MALINALTEPEC
tcg	TAMAGARIO
tck	TCHITCHEGE
tcm	TANAHMERAH
tcq	KAIY
tcs	TORRES_STRAIT_CREOLE
tct	TEN
tcx	TODA
tcy	TULU_INDIA
tcz	CHIN_THADO
tdc	EMBERA_TADO
tde	TIRANIGE_DIGA_DOGON
tdf	TARIANG
tdg	WESTERN_TAMANG
tdh	THULUNG
tdi	TOMADINO
tdj	TAJIO
tdk	TAMBAS
tdl	TAPSHIN
tdm	TARUMA
tdn	TONDANO
tdo	TEME
tdr	TODRAH_UnnamedInSource
tds	DOUTAI
tdt	TETUN_DILI
tdv	TORO
tea	TEMIAR
tec	TERIK
ted	KRUMEN_TEPO
tee	TEPEHUA_HUEHUETLA
tef	TERESSA
teg	NORTHERN_TEKE
teh	TEHUELCHE
tei	TORRICELLI
tel	TELUGU
teo	TESO
tep	TEPECANO
teq	TEMEIN
ter	TERENA
tes	TENGGER_NGADAS
tet	TETUN
teu	TEPES
tex	TENNET
tey	TULISHI
tfo	TEFARO
tfr	TERIBE
tft	TERNATE
tga	SAGHALA
tgc	TIGAK
tgd	CIWOGAI
tge	EASTERN_TAMANG
tgf	CHALIKHA
tgj	NISI_TAGIN
tgk	TAJIK
tgl	TAGALOG
tgo	SUDEST
tgp	TANGOA
tgq	TRING
tgs	NUME
tgt	CENTRAL_TAGBANWA
tgu	TANGGU
tgw	SENOUFO_TAGWANA
tgx	TAGISH
tgy	TOGOYO
tha	THAI
thd	THAYORE
the	CHITWAN
thf	THANGMI
thk	THARAKA
thl	DANG
thm	THAVUNG_SO
thp	THOMPSON
thq	MORANG
thr	RANA
ths	THAKALI
thv	TAMAHAQ_TAHAGGART
thy	THA
thz	TAMAJEQ_TAYART_AIR
tic	TIRO
tif	TIFAL
tig	TIGRE
tih	TIMUGON_MURUT
tii	TIENE
tij	TILUNG
tik	TIKAR
til	TILLAMOOK
tim	TIMBE
tin	TINDI
tio	TEOP
tiq	CEFO
tir	TIGRINYA
tiv	TIV
tiw	TIWI
tix	TIWA_SOUTHERN
tiy	TIRURAY
tjg	TUNJUNG
tji	NORTHERN_TUJIA
tjm	TIMUCUA
tjn	TONJON
tkd	TUKUDEDE
tke	TAKWANE
tkl	TOKELAU
tkm	TAKELMA
tkn	TOKUWASE
tkp	TIKOPIA
tkq	TEE
tkr	TSAKHUR
tks	SOUTHERN_TATI
tku	TOTONAC_UPPER_NEXACA
tkw	TEANU
tkx	TANGKO
tlc	TOTONAC_MISANTLA
tld	TALAUD
tlf	TELEFOL
tlg	TOFANMA
tli	TLINGIT
tlj	TALINGA_BWISI
tlk	TALOKI
tll	TETELA
tlm	TOLOMAKO
tlo	JOMANG
tlp	TOTONAC_FILOMENA_MATA
tls	TAMBOTALO
tlu	TULEHU
tlv	SOBOYO
tly	TALYSH
tma	TAMA
tmb	KATBOL
tmc	TUMAK
tmd	HARUAI
tmi	TUTUBA
tmj	SAMAROKENA_TOMAYO
tml	TAMNIM_CITAK
tmo	TEMOQ
tmq	TUMLEO
tmr	ACHAEMENID_ARAMAIC
tms	TIMA
tmt	TASMATE
tmu	IAU
tmw	TEMUAN
tmy	TAMI
tna	TACANA
tnc	TANIMUCA_RETUARA
tnh	MAIANA
tni	TANDIA
tnm	TABLA
tnn	NORTH_TANNA
tnq	TAINO
tnr	BEDIK
tnt	TONTEMBOAN
tnv	TANGCHANGYA
tnw	TONSAWANG
tnx	TANEMA
tnz	TONGA
tob	TOBA
tod	TODE
toh	TONGA_AFRICA
toj	TOJOLABAL
tol	TOLOWA
tom	TOMBULU
ton	TONGAN
too	XICOTEPEC_TOTONAC
top	PAPANTLA_TOTONAC
toq	TOPOSA
tor	TOGBO_VARA_BANDA
tos	TOTONAC_HIGHLAND
tov	UPPER_TAROMI
tow	JEMEZ
toy	TOPOIYO
toz	TO
tpa	TAUPOTA
tpc	AZOYU_TLAPANEC
tpe	TIPPERA_TONGPAI
tpf	TARPIA
tpg	KULA
tpi	TOK_PISIN
tpj	TAPIETE
tpl	TLACOAPA_MEPHAA
tpn	TUPINAMBA
tpp	TEPEHUA_PISA_FLORES
tpr	TUPARI
tpt	TEPEHUA_TLACHICHILCO
tpu	TAMPUAN
tpx	MEPHAA_ACATEPEC
tpy	TRUMAI
tqb	TEMBE
tql	LEHALI
tqo	TOARIPI
tqq	TUNNI
tqu	MBANIATA
tqw	TONKAWA
trb	TEREBU
trc	TRIQUI_COPALA
trd	TURI
trg	LISHAN_DIDAN
trh	TURAKA
tri	TIRIYO
trj	TORAM
trm	TREGAMI
trn	TRINITARIO
tro	NAGA_TARAO
trq	TRIQUI_SAN_MARTIN_ITUNYOSO
trr	TAUSHIRO
trs	TRIQUI_CHICAHUAXTLA
trt	TUNGGARE
tru	TUROYO
trv	SEDIQ
trw	TORWALI
trz	TORA
tsa	TSAANGI
tsb	TSAMAI
tsc	TSHWA
tsd	TSAKONIAN
tsg	TAUSUG
tsh	TSUVAN
tsi	COAST_TSIMSHIAN
tsj	TSHANGLA
tsn	TSWANA
tso	TSONGA
tsp	NORTH_TOUSSIAN
tsr	AKEI
tsu	TSOU
tsv	TSOGO
tsw	TSISHINGINI
tsx	MUBAMI
tsz	PUREPECHA
tta	TUTELO
ttb	TIBA
ttd	TAUADE
tte	BWANABWANA
ttf	BONEK
tti	TOBATI
ttj	TOORO
ttk	TOTORO
ttm	NORTHERN_TUTCHONE
ttn	TOWEI
ttq	TETSERRET
ttr	TERA
ttu	TORAU
ttv	SIVISA_TITAN
tty	SIKARITAI
tua	WIARUMUS
tub	TUBATULABAL
tuc	MUTU
tud	TUXA
tue	TUYUCA
tuf	TUNEBO
tug	TUNIA
tuh	TAULIL
tui	TUPURI
tuk	TURKMEN
tul	TULA
tun	TUNICA
tuo	TUCANO
tuq	TEDAGA
tur	TURKISH
tus	TUSCARORA
tuu	TUTUTNI
tuv	TURKANA
tux	TUXINAWA
tuy	NORTH_TUGEN
tuz	TURKA
tva	VAGHUA
tvd	TSUVADI
tve	TEUN
tvm	TELA_MASBUAR
tvo	TIDORE
tvs	TAVETA
tvt	TUTSA
tvu	TUNEN
tvw	SEDOA
twa	TWANA
twc	TESHENAWA
twd	TWENTS
twg	BLAGAR_TEREWENG
twl	TAWARA
twn	TWENDI
twq	TASAWAQ
twt	TURIWARA
twu	TERMANU
tww	TUWARI
twy	TAWOYAN
txb	TOCHARIAN_B
txe	TOTOLI
txg	TANGUT
txi	IKPENG
txm	TOMINI
txo	TOTO
txs	TONSEA
txt	CITAK
txu	KAYAPO
txx	TATANA
txy	MALAGASY_TANOSY_TOLAGNARO
tya	TAUYA
tye	KYENGA
tyi	WESTERN_TEKE_TSAAYI
tyn	KOMBAI
tyr	TAI_DAENG
tyu	KUA
tyv	TUVAN
tyz	TAY
tzn	TUGUN
tzx	TABRIAK
uba	UBANG
ubi	UBI
ubr	UBIR
ubu	UMBU_UNGU
uby	UBYKH
uda	UDA
ude	UDEHE
udi	UDI
udj	UJIR
udl	WUZLAM
udm	UDMURT
udu	UDUK
ufi	UFIM
uga	UGARITIC
uge	UGHELE
ugo	GONG
uha	UHAMI
uig	UYGHUR
uji	JIJILI
uka	KABURI
ukg	UKURIGUMA
ukq	UKWA
ukr	UKRAINIAN
uku	UKUE
ukw	UKAWANI_ABOH_NDONI
ulc	ULCHA
ule	LULE_AND_TONOCOTE
ulf	USKU
uli	ULITHIAN
ulk	MERIAM
ull	ULLATAN
ulw	ULWA
uma	UMATILLA_SAHAPTIN
umb	UMBUNDU
umg	UMBUYKAMU
umm	UMON
umo	UMOTINA
umr	UMBUGARLA
ums	PENDAU
umu	DELAWARE_MUNSEE
una	ONANK
une	UNEME
ung	NGARINYIN
uni	UNI
unk	ENAWENE_NAWE
unm	UNAMI_UnnamedInSource
unr	MUNDARI
upi	UMEDA
ura	URARINA
urb	URUBU_KAAPOR
urc	URNINGANGG
urd	URDU
ure	UCHUMATAQU
urg	URIGINA
urh	URHOBO
urk	URAK_LAWOI
urn	URUANGNIRIN
uro	URA_PNG
urr	LEHALURUP
urv	URUAVA
urw	USINO
urx	URIMO
ury	ORYA
urz	URUEWAUWAU
usa	USARUFA
ush	USHOJO
usi	USUI
usk	USAKADE
usp	USPANTEKO
usu	USU
ute	UTE_SOUTHERN_PAIUTE
utu	UTU
uur	URA
uuu	U
uve	WEST_UVEAN
uvh	URI
uvl	LOTE
uwa	KUKU_UWANH
uya	DOKO_UYANGA
uzn	UZBEK
uzs	SOUTHERN_UZBEK
vaa	VAAGRI_BOLI
vae	VALE
vaf	VAFSI
vag	VAGALA
vah	VARHADI_NAGPURI
vai	VAI
vaj	O_KUNG
val	BUASI
vao	VAO
var	HUARIJIO
vas	VASAVI
vav	WARLI
vay	HAYU
vbb	SOUTHEAST_BABAR
ved	VEDDA
vem	VEMGO_MABAS
ven	VENDA
vep	VEPS
ver	MOMI
vie	VIETNAMESE
vif	VILI
vig	VIEMO
vil	VILELA
vin	VINZA
viv	IDUNA
vkj	KUJARKE
vkl	KULISUSU
vkm	KAMAKAN
vko	KODEOHA
vkp	KORLAI
vku	KURRAMA
vlp	VALPEI
vma	MARTUTHUNIRA
vmb	MBABARAM
vme	EAST_MASELA
vmg	MINIGIR
vmp	SAN_MIGUEL_SOYOLTEPEC
vmy	SAN_BARTOLOME_AYAUTLA
vnk	VANO
vnm	VINMAVIS
vnp	VUNAPU
vot	VOTIC
vra	VERAA
vro	ESTONIAN_VORO
vrs	VARISI
vrt	BURMBAR
vto	VITOU
vun	WUNJO
vut	VUTE
vwa	AWA
wac	WISHRAM
wad	WANDAMEN
wah	WATUBELA
waj	WAFFA
wal	WOLAYTTA
wam	WAMPANOAG_NATICK
wan	WAN
wao	WAPPO
wap	WAPISHANA
waq	WAGIMAN
war	WARAY_WARAY
was	WASHO
wau	WAURA
wav	WAKA
waw	WAIWAI
wax	WATAM
way	WAYANA
waz	WAMPUR
wba	WARAO
wbb	WABO
wbe	WARITAI
wbf	WARA
wbh	WANDA
wbi	WANJI
wbj	ALAGWA
wbk	WAIGALI
wbm	WA
wbp	WARLPIRI
wbq	WADDAR
wbr	WAGDI
wbv	WAJARRI
wbw	WOI
wca	YANOMAMI
wdd	WANDJI
wdg	WADAGINAM
wdj	WADJIGINY
wed	WEDAU
weh	WEH
wei	WERE
wer	WERI
wes	KAMTOK
wet	PERAI
wew	WEJEWA
wga	WAGAYA
wgg	WANGGANGURU
wgi	MIDDLE_WAHGI
wgo	AMBEL
wgu	WIRANGU
wgy	WARGAMAY
whg	NONDUGL
wib	SOUTHERN_TOUSSIAN
wic	WICHITA
wig	WIK_NGATHAN
wii	WIAKI
wim	WIK_MUNGKAN
win	WINNEBAGO
wir	WIRAFED
wiu	WIRU
wiv	VITU
wiy	WIYOT
wja	WAJA
wji	WARJI
wka	KWADZA
wkw	DUUNGIDJAWU
wla	WALIO
wle	WALANI_SILTE
wlg	GUNBALANG_WARLANG
wlk	WAILAKI
wll	WALI_SUDAN
wln	WALLOON
wlo	WOLIO
wlr	WAILAPA
wls	WALLISIAN_EAST_UVEAN
wlu	WULIWULI
wlv	WICHI_LHAMTES_VEJOZ
wlw	PYRAMID_WODO
wlx	WALI
wly	WALING
wmb	WAMBAYA
wmc	WAMAS
wmd	MAMAINDE
wme	WAMBULE
wmg	MUNYA
wmh	WAIMAA
wmo	WAM
wms	WAMBON
wmt	WALMAJARRI
wmw	MWANI
wmx	WOMO
wnb	WANAMBRE
wnc	WANTOAT
wnd	WANDARANG
wne	WANECI
wng	WANGGOM
wni	NZWANI
wnk	WANUKAKA
wno	WANO
wnp	WANAP
wnu	USAN
wnw	WINTU
woa	TYARAITY
woc	WOGEO
wod	WOLANI
woe	WOLEAIAN
wof	WOLOF_GAMBIAN
wog	WOGAMUSIN
woi	KAMANG
wok	LONGTO
wol	WOLOF
wom	WOM_AFRICA
won	WONGO
woo	MANOMBAI
wos	HANGA_HUNDI
wow	WAWONII
wpc	MAKO
wrb	WARLUWARA
wrg	WARUNGU
wrh	WIRADHURI
wrk	GARAWA
wrm	WARUMUNGU
wrn	WARNANG
wro	WORRORRA
wrp	WAROPEN
wrr	WARDAMAN
wrs	WARIS
wru	WARU
wrv	WARUNA
wrz	WARAY
wsa	WAREMBORI
wsg	ADILABAD_GONDI
wsk	WASKIA
wsv	WOTAPURI_KATARQALAI
wtf	DUMPU
wth	WATHAWURRUNG
wti	BERTA
wtw	WOTU
wub	WUNAMBAL
wud	WUDU
wuh	WUTUN
wul	KINIAGEIMA
wum	WUMBVU
wun	BUNGU
wut	WUTUNG
wuv	WUVULU
wuy	WAUYAI
wwa	WAAMA
wwo	WETAMUT
wwr	WARRWA
www	WAWA
wyb	WANGAAYBUWAN_NGIYAMBAA
wyi	WOIWURRUNG
wym	WYMYSORYS
wyy	WAYAN_FIJIAN
xac	KACHARI
xak	MAKU
xal	KALMYK
xam	KAM_KA_KE
xan	XAMTANGA
xar	KARAMI
xas	KAMAS
xat	KATAWIXI
xau	KWERBA_KAUWERAWET_I
xav	XAVANTE
xaw	KAWAIISU
xbg	BUNGANDITJ
xbi	KOMBIO
xbr	KAMBERA
xch	CHEMAKUM
xcl	ARMENIAN_CLASSICAL
xcm	COMECRUDO
xcn	COTONAME
xcw	COAHUILTECO
xcy	CAYUSE
xda	DARRKINYUNG
xdk	SYDNEY
xed	HDI
xeg	BATWA
xel	KELO
xer	XERENTE
xes	KESAWAI
xet	XETA
xgm	DHARUMBAL
xgu	UNGGUMI
xhe	KHETRANI
xho	XHOSA
xil	ILLYRIAN
xin	XINCA
xir	BAHUANA
xiy	XIPAYA
xka	KALKOTI
xkl	LONG_ANAP_KENYAH
xkq	KORONI
xks	KUMBEWAHA
xkv	QHALAXARZI
xkw	KEMBRA
xkz	KURTOP
xla	KAMULA
xlo	NIPMUCK
xmb	MBOA
xmd	MBEDAM
xmf	MINGRELIAN
xmg	MENGAKA
xmm	MANADONESE
xmt	MATBAT
xmu	KAMOR
xmv	MALAGASY_ANTANKARANA
xmw	MALAGASY_TSIMIHETY
xmy	MAYAGUDUNA
xmz	MORI_BAWAH
xnb	KANAKANABU
xni	NGARIGU
xnn	KANKANAY_NORTHERN
xns	KANASHI
xnz	KENZI
xod	KOKODA_KASUWERI
xog	SOGA
xok	XOKLENG
xom	KOMO
xon	KONKOMBA
xop	KOPAR
xow	KOWAKI
xpb	BEN_LOMOND_CAPE_PORTLAND
xpe	KPELLE_LIBERIA
xpk	KULINA_PANO
xpm	PUMPOKOL
xpo	POCHUTLA_NAHUATL
xpq	MOHEGAN
xpt	PUNTHAMARA
xra	KRAHO
xrb	EASTERN_KARABORO
xre	KREYE
xrn	ARIN
xru	MARRIAMMU
xrw	KARAWA
xsa	SABEAN
xsb	SAMBAL
xse	SEMPAN
xsi	SIO
xsl	SLAVEY
xsm	KASEM
xsn	SANGA
xsp	SILOPI
xsr	SHERPA
xsu	SANUMA
xsy	SAISIYAT
xta	MIXTEC_ALCOZAUCA
xtd	DIUXI_TILANTONGO_MIXTEC
xte	KETENGBAN_BIME
xtn	MIXTEC_NORTHERN_TLAXIACO
xto	TOCHARIAN_A
xua	KURUMBA_ALU
xub	BETTA_KURUMBA
xul	NGUNAWAL
xuo	KUO
xuu	KXOE
xvi	SHEKHANI
xwa	KWAZA
xwe	XWELA_GBE
xwg	KWEGU
xwk	WANGKUMARA
xwr	KWERBA_MAMBERAMO
xww	WEMBA_WEMBA
xxk	KEO
xxt	TAMBORA
xya	YAYGIR
xyb	YANDJIBARA
xyj	MAYI_YAPI
xyk	MAYKULAN
xyt	MAYI_THAKURTI
xyy	YORTA_YORTA
yaa	YAMINAWA
yab	YUHUP
yac	PASS_VALLEY_YALI
yad	YAGUA
yae	YARURO
yaf	YAKA
yag	YAMANA
yah	YAZGULYAM
yai	YAGHNOBI
yaj	BANDA_YANGERE
yak	YAKIMA
yal	YALUNKA
yam	YAMBA
yan	MAYANGNA
yao	YAO
yap	YAPESE
yaq	YAQUI
yar	YABARANA
yas	NUGUNU
yat	YAMBETA
yau	YUWANA
yav	YANGBEN
yaw	YAWALAPITI
yay	AGWAGWUNE
yaz	LOKAA
yba	YALA
ybb	YEMBA
ybe	WEST_YUGUR
ybh	YAKHA
ybi	YAMPHU
ybj	HASHA
ybl	YUKUBEN
ybm	YABEN
ybo	YABONG
ybx	WOSWARI
yby	YABIYUFA
ycl	LOLOPO
ycn	YUCUNA
ydd	YIDDISH_EASTERN
yde	YANGUM_DEY
ydg	YIDGHA
ydk	YOIDIK
yea	RAVULA
yel	YELA_KELA
yer	TAROK
yes	NYANKPA
yet	YETFA
yeu	YERUKULA
yev	YERI
yey	SHIYEYI
yga	MALYANGAPA
ygl	YANGUM_GEL
ygr	YAGARIA
ygw	YAGWOIA
yha	BAHA_BUYANG
yhd	JUDEO_IRAQI_ARABIC
yia	YINGGARDA
yig	DAFANG
yih	YIDDISH_WESTERN
yii	YIDINY
yij	YINDJIBARNDI
yim	NAGA_YIMCHUNGRU
yka	YAKAN
ykg	NORTHERN_YUKAGHIR
yki	YOKE
ykk	YAKAIKEKE
ykm	YAKAMUL
yko	YASA
ykr	YEKORA
yky	YAKOMA
yla	ULWA_PNG
yle	YELETNYE
ylg	YELOGU
yli	ANGGURUK_YALI
yll	YIL
yln	BUYANG
ylr	YALARNNGA
yly	NYALAYU
ymb	YAMPES
yme	YAMEO
yml	IAMALELE
ymm	MAAY
ymo	YANGUM_MON
ymp	YAMAP
ynd	YANDRUWANDHA
yng	YANGO
ynl	YANGULAM
ynn	YANA
yno	YONG
ynq	YENDANG
yns	YANSI
ynu	YAHUNA
yob	YOBA
yog	YOGAD
yoi	YONAGUNI
yom	YOMBE
yon	YONGGOM
yor	YORUBA
yot	YOTI
yox	YORON
yra	YERAKAI
yrb	YAREBA
yre	YAURE
yrk	NENETS
yrl	NHENGATU
yrn	YERONG
yrw	YARAWATA
ysn	SANI_YI
ysr	YUPIK_SIRENIK
yss	YESSAN_MAYO
yub	YUGAMBAL
yuc	YUCHI
yud	JUDEO_TRIPOLITANIAN_ARABIC
yui	YURUTI
yuj	KARKAR_YURI
yuk	YUKI
yul	YULU
yum	YUMA
yun	NIGERIAN_BENA
yup	YUKPA
yuq	YUQUI
yur	YUROK
yut	YOPNO
yuw	NUNGON
yux	SOUTHERN_YUKAGHIR
yuy	SHIRA_YUGUR
yuz	YURACARE
yva	YAWA
yvt	YAVITERO
ywa	KALOU
ywn	YAWANAWA
ywq	WUDING_LUQUAN_YI
ywr	YAWURU
yyu	YAU
zaa	ZAPOTEC_SIERRA_DE_JUAREZ
zab	ZAPOTEC_SAN_LUCAS_QUIAVINI
zac	OCOTLAN_ZAPOTEC
zad	CAJONOS_ZAPOTEC
zae	YARENI_ZAPOTEC
zaf	AYOQUESCO_ZAPOTEC
zag	BERIA
zah	SOOR
zai	ISTHMUS_ZAPOTEC
zaj	ZALAMO
zak	ZANAKI
zaq	ALOAPAM_ZAPOTEC
zav	ZAPOTEC_YATZACHI
zaw	ZAPOTEC_MITLA
zay	ZAYSE_ZERGULLA
zaz	ZARI
zbc	CENTRAL_BERAWAN
zbe	EAST_BERAWAN
zbw	LONG_TERAWAN_BERAWAN
zea	ZEEUWS
zeg	ZENAG
zen	ZENAGA
zgr	MAGORI
zhb	ZHABA
zhw	ZHOA
zia	ZIA
zik	ZIMAKANI_SOUTH_BOAZI
zim	MESME
zin	ZINZA
ziw	ZIGULA
ziz	ZIZILIVAKAN
zka	KAIMBULAWA
zkk	KARANKAWA
zko	KOTT
zkr	MEYOR
zku	KAURNA
zlm	MALAY
zma	MANDA
zmb	ZIMBA
zmc	MARGANY
zmd	MARIDAN
zme	MANGERR
zmf	MFINU
zmj	MARITYABEN
zml	MATNGALA
zmm	MARAMANADJI
zmn	MBANGWE
zmo	MOLO
zmp	MPUONO
zmq	MITUKU
zmr	MARANUNGGU
zms	MBESA
zmt	MARENGAR
zmu	MURUWARI
zmv	PARIMANKUTINMA
zne	ZANDE
zng	MANG
zns	MANGAS
zoc	CHIAPAS_ZOQUE
zoq	AYAPANECO
zor	ZOQUE_RAYON
zos	ZOQUE_FRANCISCO_LEON
zpc	CHOAPAN_ZAPOTEC
zpf	SAN_PEDRO_QUIATONI_ZAPOTEC
zpi	SANTA_MARIA_QUIEGOLANI_ZAPOTEC
zpl	LACHIXIO_ZAPOTEC
zpm	ZAPOTEC_MIXTEPEC
